source_table_id,asset,name,kind,s57_object_class,s57_conditions,s52_instruction,opencpn_definition_count,opencpn_lookup_count,opencpn_color_refs,opencpn_reference_day,s101_symbol_ids,s101_paths,aquamap_labels,aquamap_paths,semantic_brief,required_shape,required_colours,colour_pattern,helm_candidate_svg,helm_candidate_day,candidate_status,pre_routing_candidate_status,batch98_routing_bucket,latest_judge_pass,latest_required_change
opencpn-s52:TOPSHP95,TOPSHP95,TOPSHP95,symbol,DAYMAR,TOPSHP21;COLOUR1,"SY(TOPSHP95);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKCCHWHTDCHWHT,out/opencpn_s52_reference/TOPSHP95__day.png,,,,,TOPSHP95 is TOPSHP95. It is used as a TOPSHP95. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: white.,exact topmark silhouette/count/orientation from the references,white,,assets/svg/triad_generated/TOPSHP95.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:TOPSHP96,TOPSHP96,TOPSHP96,symbol,DAYMAR,"TOPSHP21;COLPAT5,2;COLOUR3,1,3,6","SY(TOPSHP96);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKCCHREDDCHWHTECHYLW,out/opencpn_s52_reference/TOPSHP96__day.png,,,,,"TOPSHP96 is TOPSHP96. It is used as a TOPSHP96. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: red, white, red, yellow with border stripe pattern in the listed colour order; vertical bands/stripes in the listed colour order.",exact topmark silhouette/count/orientation from the references,red;white;red;yellow,border stripe pattern in the listed colour order; vertical bands/stripes in the listed colour order,assets/svg/triad_generated/TOPSHP96.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:TOPSHP97,TOPSHP97,TOPSHP97,symbol,DAYMAR,"TOPSHP21;COLPAT2;COLOUR6,2,6","SY(TOPSHP97);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKCCHYLWDCHBLK,out/opencpn_s52_reference/TOPSHP97__day.png,,,,,"TOPSHP97 is TOPSHP97. It is used as a TOPSHP97. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: yellow, black, yellow with vertical bands/stripes in the listed colour order.",exact topmark silhouette/count/orientation from the references,yellow;black;yellow,vertical bands/stripes in the listed colour order,assets/svg/triad_generated/TOPSHP97.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:TOPSHP98,TOPSHP98,TOPSHP98,symbol,DAYMAR,"TOPSHP21;COLPAT2;COLOUR3,2","SY(TOPSHP98);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKCCHREDDCHBLK,out/opencpn_s52_reference/TOPSHP98__day.png,,,,,"TOPSHP98 is TOPSHP98. It is used as a TOPSHP98. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: red, black with vertical bands/stripes in the listed colour order.",exact topmark silhouette/count/orientation from the references,red;black,vertical bands/stripes in the listed colour order,assets/svg/triad_generated/TOPSHP98.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:TOPSHP99,TOPSHP99,TOPSHP99,symbol,DAYMAR,"TOPSHP21;COLPAT2;COLOUR1,2","SY(TOPSHP99);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKCCHWHTDCHBLK,out/opencpn_s52_reference/TOPSHP99__day.png,,,,,"TOPSHP99 is TOPSHP99. It is used as a TOPSHP99. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: white, black with vertical bands/stripes in the listed colour order.",exact topmark silhouette/count/orientation from the references,white;black,vertical bands/stripes in the listed colour order,assets/svg/triad_generated/TOPSHP99.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:TOPSHPA0,TOPSHPA0,TOPSHPA0,symbol,DAYMAR,"TOPSHP21;COLPAT2;COLOUR3,2,3","SY(TOPSHPA0);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKCCHREDDCHBLK,out/opencpn_s52_reference/TOPSHPA0__day.png,,,,,"TOPSHPA0 is TOPSHPA0. It is used as a TOPSHPA0. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: red, black, red with vertical bands/stripes in the listed colour order.",exact topmark silhouette/count/orientation from the references,red;black;red,vertical bands/stripes in the listed colour order,assets/svg/triad_generated/TOPSHPA0.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:TOPSHPA1,TOPSHPA1,TOPSHPA1,symbol,DAYMAR,"TOPSHP21;COLPAT2;COLOUR2,1,2","SY(TOPSHPA1);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKCCHBLKDCHWHT,out/opencpn_s52_reference/TOPSHPA1__day.png,,,,,"TOPSHPA1 is TOPSHPA1. It is used as a TOPSHPA1. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: black, white, black with vertical bands/stripes in the listed colour order.",exact topmark silhouette/count/orientation from the references,black;white;black,vertical bands/stripes in the listed colour order,assets/svg/triad_generated/TOPSHPA1.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:TOPSHPA2,TOPSHPA2,TOPSHPA2,symbol,DAYMAR,"TOPSHP21;COLPAT2;COLOUR3,4","SY(TOPSHPA2);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKCCHREDDCHGRN,out/opencpn_s52_reference/TOPSHPA2__day.png,,,,,"TOPSHPA2 is TOPSHPA2. It is used as a TOPSHPA2. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: red, green with vertical bands/stripes in the listed colour order.",exact topmark silhouette/count/orientation from the references,red;green,vertical bands/stripes in the listed colour order,assets/svg/triad_generated/TOPSHPA2.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:TOPSHPA3,TOPSHPA3,TOPSHPA3,symbol,DAYMAR,"TOPSHP21;COLPAT2;COLOUR3,4,3","SY(TOPSHPA3);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKCCHREDDCHGRN,out/opencpn_s52_reference/TOPSHPA3__day.png,,,,,"TOPSHPA3 is TOPSHPA3. It is used as a TOPSHPA3. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: red, green, red with vertical bands/stripes in the listed colour order.",exact topmark silhouette/count/orientation from the references,red;green;red,vertical bands/stripes in the listed colour order,assets/svg/triad_generated/TOPSHPA3.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:TOPSHPA4,TOPSHPA4,TOPSHPA4,symbol,DAYMAR,"TOPSHP21;COLPAT6;COLOUR3,1","SY(TOPSHPA4);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKCCHREDDCHWHT,out/opencpn_s52_reference/TOPSHPA4__day.png,,,,,"TOPSHPA4 is TOPSHPA4. It is used as a TOPSHPA4. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: red, white with S-57 colour pattern 6.",exact topmark silhouette/count/orientation from the references,red;white,S-57 colour pattern 6,assets/svg/triad_generated/TOPSHPA4.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:TOPSHPA5,TOPSHPA5,TOPSHPA5,symbol,DAYMAR,"TOPSHP21;COLPAT2;COLOUR1,2,1","SY(TOPSHPA5);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKCCHWHTDCHBLK,out/opencpn_s52_reference/TOPSHPA5__day.png,,,,,"TOPSHPA5 is TOPSHPA5. It is used as a TOPSHPA5. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: white, black, white with vertical bands/stripes in the listed colour order.",exact topmark silhouette/count/orientation from the references,white;black;white,vertical bands/stripes in the listed colour order,assets/svg/triad_generated/TOPSHPA5.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:TOPSHPA6,TOPSHPA6,TOPSHPA6,symbol,DAYMAR,TOPSHP21;COLOUR3,"SY(TOPSHPA6);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKCCHREDDCHWHT,out/opencpn_s52_reference/TOPSHPA6__day.png,,,,,TOPSHPA6 is TOPSHPA6. It is used as a TOPSHPA6. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: red.,exact topmark silhouette/count/orientation from the references,red,,assets/svg/triad_generated/TOPSHPA6.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:TOPSHPA7,TOPSHPA7,TOPSHPA7,symbol,DAYMAR,"TOPSHP21;COLPAT2;COLOUR4,3,4","SY(TOPSHPA7);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKCCHGRNDCHRED,out/opencpn_s52_reference/TOPSHPA7__day.png,,,,,"TOPSHPA7 is TOPSHPA7. It is used as a TOPSHPA7. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: green, red, green with vertical bands/stripes in the listed colour order.",exact topmark silhouette/count/orientation from the references,green;red;green,vertical bands/stripes in the listed colour order,assets/svg/triad_generated/TOPSHPA7.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:TOPSHPA8,TOPSHPA8,TOPSHPA8,symbol,DAYMAR,"TOPSHP21;COLPAT2;COLOUR4,2","SY(TOPSHPA8);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKCCHGRNDCHBLK,out/opencpn_s52_reference/TOPSHPA8__day.png,,,,,"TOPSHPA8 is TOPSHPA8. It is used as a TOPSHPA8. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: green, black with vertical bands/stripes in the listed colour order.",exact topmark silhouette/count/orientation from the references,green;black,vertical bands/stripes in the listed colour order,assets/svg/triad_generated/TOPSHPA8.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:TOPSHPA9,TOPSHPA9,TOPSHPA9,symbol,DAYMAR,"TOPSHP21;COLPAT1;COLOUR1,3","SY(TOPSHPA9);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKCCHREDDCHWHT,out/opencpn_s52_reference/TOPSHPA9__day.png,,,,,"TOPSHPA9 is TOPSHPA9. It is used as a TOPSHPA9. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: white, red with horizontal bands/stripes in the listed colour order.",exact topmark silhouette/count/orientation from the references,white;red,horizontal bands/stripes in the listed colour order,assets/svg/triad_generated/TOPSHPA9.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:TOPSHPB0,TOPSHPB0,TOPSHPB0,symbol,DAYMAR,"TOPSHP21;COLPAT1;COLOUR3,1","SY(TOPSHPB0);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKCCHWHTDCHRED,out/opencpn_s52_reference/TOPSHPB0__day.png,,,,,"TOPSHPB0 is TOPSHPB0. It is used as a TOPSHPB0. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: red, white with horizontal bands/stripes in the listed colour order.",exact topmark silhouette/count/orientation from the references,red;white,horizontal bands/stripes in the listed colour order,assets/svg/triad_generated/TOPSHPB0.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:TOPSHPD1,TOPSHPD1,"beacon top mark, red boarded square board, vertical",symbol,DAYMAR,TOPSHP26;COLOUR11,"SY(TOPSHPD1);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKCCHREDDCHWHTECHCOR,out/opencpn_s52_reference/TOPSHPD1__day.png,,,,,"TOPSHPD1 is beacon top mark, red boarded square board, vertical. It is used as a beacon top mark, red boarded square board, vertical. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: orange.",exact topmark silhouette/count/orientation from the references,orange,,assets/svg/triad_generated/TOPSHPD1.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:TOPSHPD2,TOPSHPD2,"beacon top mark, red boarded square board, vertical",symbol,DAYMAR,"TOPSHP3;COLPAT6;COLOUR4,4","SY(TOPSHPD2);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKCCHREDDCHWHTECHGRN,out/opencpn_s52_reference/TOPSHPD2__day.png,,,,,"TOPSHPD2 is beacon top mark, red boarded square board, vertical. It is used as a beacon top mark, red boarded square board, vertical. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: green, green with S-57 colour pattern 6.",exact topmark silhouette/count/orientation from the references,green;green,S-57 colour pattern 6,assets/svg/triad_generated/TOPSHPD2.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:TOPSHPD3,TOPSHPD3,"beacon top mark, red boarded square board, vertical",symbol,DAYMAR,TOPSHP3;COLOUR3,"SY(TOPSHPD3);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKCCHREDDCHWHTECHRED,out/opencpn_s52_reference/TOPSHPD3__day.png,,,,,"TOPSHPD3 is beacon top mark, red boarded square board, vertical. It is used as a beacon top mark, red boarded square board, vertical. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: red.",exact topmark silhouette/count/orientation from the references,red,,assets/svg/triad_generated/TOPSHPD3.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:TOPSHPD5,TOPSHPD5,"beacon top mark, red/white/red boarded round board",symbol,notmrk,catnmk2;fnctnm1,"SY(TOPSHPD5);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKCCHREDDCHWHTECHRED,out/opencpn_s52_reference/TOPSHPD5__day.png,,,,,"TOPSHPD5 is beacon top mark, red/white/red boarded round board. It is used as a beacon top mark, red/white/red boarded round board. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: red, white, black.",exact topmark silhouette/count/orientation from the references,red;white;black,,assets/svg/triad_generated/TOPSHPD5.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
